Timestamp,Stock_code,Price,Changes,Volume,One_year_target
2024-03-07 21:10:51,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:10:52,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:10:53,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:10:54,FB,[],[],[],[]
2024-03-07 21:10:56,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:11:57,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:11:58,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:12:00,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:12:01,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:12:02,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:12:04,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:12:06,FB,[],[],[],[]
2024-03-07 21:12:08,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:13:10,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:13:11,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:13:12,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:13:13,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:13:14,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:13:16,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:13:17,FB,[],[],[],[]
2024-03-07 21:13:18,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:14:19,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:14:20,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:14:22,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:14:24,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:14:25,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:14:26,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:14:27,FB,[],[],[],[]
2024-03-07 21:14:28,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:15:29,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:15:31,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:15:32,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:15:33,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:15:34,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:15:36,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:15:37,FB,[],[],[],[]
2024-03-07 21:15:38,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:16:40,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:16:41,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:16:42,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:16:43,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:16:45,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:16:46,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:16:47,FB,[],[],[],[]
2024-03-07 21:16:48,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:17:50,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:17:52,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:17:54,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:17:55,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:17:56,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:17:58,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:18:00,FB,[],[],[],[]
2024-03-07 21:18:01,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:19:03,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:19:05,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:19:06,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:19:07,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:19:08,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:19:09,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:19:10,FB,[],[],[],[]
2024-03-07 21:19:11,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:20:12,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:20:13,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:20:15,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:20:17,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:20:18,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:20:19,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:20:20,FB,[],[],[],[]
2024-03-07 21:20:21,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:21:22,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:21:23,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:21:25,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:21:26,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:21:27,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:21:28,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:21:29,FB,[],[],[],[]
2024-03-07 21:21:30,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:22:31,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:22:32,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:22:33,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:22:35,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:22:37,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:22:38,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:22:39,FB,[],[],[],[]
2024-03-07 21:22:40,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:23:41,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:23:43,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:23:45,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:23:47,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:23:48,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:23:50,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:23:51,FB,[],[],[],[]
2024-03-07 21:23:52,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:24:54,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:24:56,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:24:57,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:24:58,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:24:59,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:25:00,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:25:01,FB,[],[],[],[]
2024-03-07 21:25:02,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:26:04,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:26:05,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:26:06,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:26:08,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:26:09,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:26:10,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:26:11,FB,[],[],[],[]
2024-03-07 21:26:12,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:27:14,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:27:15,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:27:16,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:27:17,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:27:18,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:27:20,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:27:21,FB,[],[],[],[]
2024-03-07 21:27:23,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:28:24,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:28:25,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:28:26,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:28:27,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:28:29,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:28:30,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:28:31,FB,[],[],[],[]
2024-03-07 21:28:33,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:29:34,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:29:36,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:29:38,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:29:39,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:29:40,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:29:42,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:29:44,FB,[],[],[],[]
2024-03-07 21:29:46,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:30:48,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:30:49,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:30:50,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:30:51,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:30:52,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:30:54,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:30:55,FB,[],[],[],[]
2024-03-07 21:30:56,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:31:57,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:31:58,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:31:59,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:32:01,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:32:02,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:32:04,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:32:05,FB,[],[],[],[]
2024-03-07 21:32:05,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:33:06,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:33:07,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:33:09,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:33:10,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:33:11,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:33:12,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:33:13,FB,[],[],[],[]
2024-03-07 21:33:14,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:34:15,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:34:17,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:34:18,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:34:19,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:34:21,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:34:22,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:34:23,FB,[],[],[],[]
2024-03-07 21:34:24,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:35:25,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:35:27,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:35:30,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:35:31,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:35:32,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:35:34,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:35:36,FB,[],[],[],[]
2024-03-07 21:35:37,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:36:39,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:36:40,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:36:42,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:36:43,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:36:44,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:36:45,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:36:47,FB,[],[],[],[]
2024-03-07 21:36:48,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:37:49,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:37:50,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:37:51,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:37:53,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:37:54,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:37:55,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:37:57,FB,[],[],[],[]
2024-03-07 21:37:58,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:38:59,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:39:00,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:39:01,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:39:04,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:39:05,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:39:07,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:39:08,FB,[],[],[],[]
2024-03-07 21:39:09,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:40:10,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:40:11,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:40:12,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:40:13,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:40:16,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:40:17,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:40:18,FB,[],[],[],[]
2024-03-07 21:40:19,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:41:20,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:41:22,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:41:24,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:41:25,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:41:26,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:41:29,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:41:30,FB,[],[],[],[]
2024-03-07 21:41:31,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:42:33,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:42:34,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:42:35,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:42:36,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:42:37,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:42:39,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:42:40,FB,[],[],[],[]
2024-03-07 21:42:41,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:43:42,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:43:43,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:43:44,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:43:46,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:43:48,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:43:49,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:43:50,FB,[],[],[],[]
2024-03-07 21:43:50,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
2024-03-07 21:44:52,TSLA,176.54,-4.20 (-2.32%),"106,883,454",205.55
2024-03-07 21:44:53,BRK-B,403.39,-3.72 (-0.91%),"3,871,124",439.56
2024-03-07 21:44:54,PYPL,58.12,-0.15 (-0.26%),"17,029,286",70.14
2024-03-07 21:44:55,AAPL,169.12,-1.00 (-0.59%),"67,638,518",201.41
2024-03-07 21:44:57,AMZN,173.51,-0.61 (-0.35%),"31,551,986",206.20
2024-03-07 21:44:58,MSFT,402.09,-0.56 (-0.14%),"22,146,639",456.24
2024-03-07 21:44:59,FB,[],[],[],[]
2024-03-07 21:45:00,GOOG,132.56,-1.22 (-0.91%),"23,079,936",162.20
